Kusama	http://dbpedia.org/resource/Yayoi_Kusama
Andrew Struass	http://dbpedia.org/resource/Andrew_Strauss
Doc Holliday	http://dbpedia.org/resource/Doc_Holliday_(American_football)
Bay Bridge	http://dbpedia.org/resource/San_Francisco_â_Oakland_Bay_Bridge
Victor Conte	http://dbpedia.org/resource/Victor_Conte
Alejandro Mayorkas	http://aksw.org/notInWiki/Alejandro_Mayorkas
MVP	http://dbpedia.org/resource/Most_Valuable_Player
Seattle	http://dbpedia.org/resource/Seattle_Mariners
Mayo Clinic	http://dbpedia.org/resource/Mayo_Clinic
Manchester City	http://dbpedia.org/resource/Manchester_City_F.C.
CBS News	http://dbpedia.org/resource/CBS_News
Appalachian Power	http://dbpedia.org/resource/Appalachian_Power
GM	http://dbpedia.org/resource/General_Motors
Steve Peoples	http://aksw.org/notInWiki/Steve_Peoples
Jim Donnan	http://dbpedia.org/resource/Jim_Donnan
Jim Owen	http://aksw.org/notInWiki/Jim_Owen
Dr. Rahul Gupta	http://aksw.org/notInWiki/Rahul_Gupta
Manuel Pastor	http://aksw.org/notInWiki/Manuel_Pastor
Brody Benson	http://aksw.org/notInWiki/Brody_Benson
Alexandru Ivan	http://aksw.org/notInWiki/Alexandru_Ivan
Jeff Bezos	http://dbpedia.org/resource/Jeff_Bezos
Cincinnati	http://dbpedia.org/resource/Eric_Kearney
Jang	http://dbpedia.org/resource/Chang_Sung-taek
Dish Network	http://dbpedia.org/resource/Dish_Network
Gayle	http://dbpedia.org/resource/Chris_Gayle
Bradford Wilcox	http://dbpedia.org/resource/W._Bradford_Wilcox
Norwest Venture Partners	http://dbpedia.org/resource/Norwest_Venture_Partners
Tigers	http://aksw.org/notInWiki/Tigers
Brian Hemphill	http://aksw.org/notInWiki/Brian_Hemphill
Wright Blake	http://aksw.org/notInWiki/Wright_Blake
Associated Press	http://dbpedia.org/resource/Associated_Press
Jim Lowenstern	http://aksw.org/notInWiki/Jim_Lowenstern
IHS Cambridge Energy Research Associates	http://aksw.org/notInWiki/IHS_Cambridge_Energy_Research_Associates
Defense Force	http://dbpedia.org/resource/Australian_Defence_Force
Todd Watson	http://dbpedia.org/resource/Todd_Watson
Dawn Benner	http://aksw.org/notInWiki/Dawn_Benner
Animal Industry	http://aksw.org/notInWiki/Department_of_Animal_Industry
Army	http://dbpedia.org/resource/United_States_Army
Mina Andreeva	http://aksw.org/notInWiki/Mina_Andreeva
Seattle Mariners	http://dbpedia.org/resource/Seattle_Mariners
Knoxville Nationals	http://dbpedia.org/resource/Knoxville_Nationals
Traci Klein	http://aksw.org/notInWiki/Traci_Klein
Quincy High School	http://dbpedia.org/resource/Quincy_High_School_(Massachusetts)
Cornell	http://dbpedia.org/resource/Cornell_University
Brad Pitt	http://dbpedia.org/resource/Brad_Pitt
Jan Mendoza	http://aksw.org/notInWiki/Jan_Mendoza
Fyodor Lukyanov	http://aksw.org/notInWiki/Fyodor_Lukyanov
John Legend	http://dbpedia.org/resource/John_Legend
Sameet Sinha	http://aksw.org/notInWiki/Sameet_Sinha
Department	http://dbpedia.org/resource/United_States_Department_of_Education
Chris Wood	http://aksw.org/notInWiki/Chris_Wood_(Coach)
Bannock Streets	http://aksw.org/notInWiki/Bannock_Streets
France	http://dbpedia.org/resource/Tour_de_France
Tom Thibodeau	http://dbpedia.org/resource/Tom_Thibodeau
Herm Edwards	http://dbpedia.org/resource/Herman_Edwards
Yehudith Oppenheimer	http://aksw.org/notInWiki/Yehudith_Oppenheimer
England	http://dbpedia.org/resource/England_cricket_team
Goldman Sachs	http://dbpedia.org/resource/Goldman_Sachs
Clark-Johnson	http://aksw.org/notInWiki/Sue_Clark-Johnson
Cory Curtis	http://aksw.org/notInWiki/Cory_Curtis
Eric Anton	http://aksw.org/notInWiki/Eric_Anton
Automotive Consulting Group Inc.	http://aksw.org/notInWiki/Automotive_Consulting_Group_Inc.
Steve Jobs	http://dbpedia.org/resource/Steve_Jobs
U.S.	http://dbpedia.org/resource/United_States_Citizenship_and_Immigration_Services
France	http://dbpedia.org/resource/France_women's_national_basketball_team
Evangel Christian	http://aksw.org/notInWiki/Evangel_Christian
Justin Higgs	http://aksw.org/notInWiki/Justin_Higgs
Clark	http://aksw.org/notInWiki/Rick_Clark
Robert Wu	http://aksw.org/notInWiki/Robert_Wu
Jennifer Aniston	http://dbpedia.org/resource/Jennifer_Aniston
UCSF	http://dbpedia.org/resource/University_of_California,_San_Francisco
McKain	http://aksw.org/notInWiki/McKain
