EU	NIL
German	http://en.wikipedia.org/wiki/Germany
British	http://en.wikipedia.org/wiki/United_Kingdom
Peter Blackburn	NIL
BRUSSELS	http://en.wikipedia.org/wiki/Brussels
European Commission	http://en.wikipedia.org/wiki/European_Commission
German	http://en.wikipedia.org/wiki/Germany
British	http://en.wikipedia.org/wiki/United_Kingdom
Germany	http://en.wikipedia.org/wiki/Germany
European Union	http://en.wikipedia.org/wiki/European_Union
Werner Zwingmann	NIL
Britain	http://en.wikipedia.org/wiki/United_Kingdom
Commission	http://en.wikipedia.org/wiki/European_Commission
Nikolaus van der Pas	NIL
European Union	http://en.wikipedia.org/wiki/European_Union
EU	NIL
Franz Fischler	http://en.wikipedia.org/wiki/Franz_Fischler
Fischler	NIL
EU-wide	NIL
Britain	http://en.wikipedia.org/wiki/United_Kingdom
France	http://en.wikipedia.org/wiki/France
Bovine Spongiform Encephalopathy	NIL
BSE	http://en.wikipedia.org/wiki/Bovine_spongiform_encephalopathy
Fischler	NIL
EU	NIL
Spanish	http://en.wikipedia.org/wiki/Spain
Loyola de Palacio	http://en.wikipedia.org/wiki/Loyola_de_Palacio
Fischler	NIL
EU	NIL
France	http://en.wikipedia.org/wiki/France
Britain	http://en.wikipedia.org/wiki/United_Kingdom
Fischler	NIL
EU	NIL
BSE	http://en.wikipedia.org/wiki/Bovine_spongiform_encephalopathy
British	http://en.wikipedia.org/wiki/United_Kingdom
German	http://en.wikipedia.org/wiki/Germany
British	http://en.wikipedia.org/wiki/United_Kingdom
Europe	http://en.wikipedia.org/wiki/Europe
Germany	http://en.wikipedia.org/wiki/Germany
Welsh National Farmers ' Union	NIL
NFU	NIL
John Lloyd Jones	NIL
BBC radio	NIL
Bonn	http://en.wikipedia.org/wiki/Bonn
British	http://en.wikipedia.org/wiki/United_Kingdom
Germany	http://en.wikipedia.org/wiki/Germany
Britain	http://en.wikipedia.org/wiki/United_Kingdom
British	http://en.wikipedia.org/wiki/United_Kingdom
Hendrix	http://en.wikipedia.org/wiki/Jimi_Hendrix
LONDON	http://en.wikipedia.org/wiki/London
U.S.	http://en.wikipedia.org/wiki/United_States
Jimi Hendrix	http://en.wikipedia.org/wiki/Jimi_Hendrix
Florida	NIL
Ai n't no telling	NIL
Hendrix	http://en.wikipedia.org/wiki/Jimi_Hendrix
London	http://en.wikipedia.org/wiki/London
English	http://en.wikipedia.org/wiki/England
Nottingham	http://en.wikipedia.org/wiki/Nottingham
Hendrix	http://en.wikipedia.org/wiki/Jimi_Hendrix
Kathy Etchingham	NIL
Hendrix	http://en.wikipedia.org/wiki/Jimi_Hendrix
Australian	http://en.wikipedia.org/wiki/Australia
China	http://en.wikipedia.org/wiki/People's_Republic_of_China
Taiwan	http://en.wikipedia.org/wiki/Republic_of_China
BEIJING	http://en.wikipedia.org/wiki/Beijing
China	http://en.wikipedia.org/wiki/People's_Republic_of_China
Taipei	http://en.wikipedia.org/wiki/Taipei
Taiwan Strait	http://en.wikipedia.org/wiki/Taiwan_Strait
Ukraine	http://en.wikipedia.org/wiki/Ukraine
Taiwanese	http://en.wikipedia.org/wiki/Republic_of_China
Lien Chan	http://en.wikipedia.org/wiki/Lien_Chan
Beijing	http://en.wikipedia.org/wiki/Beijing
Chinese	http://en.wikipedia.org/wiki/People's_Republic_of_China
Taiwan	http://en.wikipedia.org/wiki/Republic_of_China
Foreign Ministry	http://en.wikipedia.org/wiki/Ministry_of_Foreign_Affairs_of_the_People's_Republic_of_China
Shen Guofang	NIL
Reuters	NIL
Taiwan	http://en.wikipedia.org/wiki/Republic_of_China
China	http://en.wikipedia.org/wiki/People's_Republic_of_China
Taipei	http://en.wikipedia.org/wiki/Taipei
Tang Shubei	NIL
Taiwan	http://en.wikipedia.org/wiki/Republic_of_China
People's Daily	NIL
Tang	NIL
Shen	NIL
Reuters Television	http://en.wikipedia.org/wiki/Reuters
Tang	NIL
Taiwan	http://en.wikipedia.org/wiki/Republic_of_China
Beijing	http://en.wikipedia.org/wiki/Beijing
China	http://en.wikipedia.org/wiki/People's_Republic_of_China
Taipei	http://en.wikipedia.org/wiki/Taipei
Ukraine	http://en.wikipedia.org/wiki/Ukraine
Taiwanese	http://en.wikipedia.org/wiki/Republic_of_China
Lien	NIL
China	http://en.wikipedia.org/wiki/People's_Republic_of_China
Taiwan	http://en.wikipedia.org/wiki/Republic_of_China
BEIJING	http://en.wikipedia.org/wiki/Beijing
China	http://en.wikipedia.org/wiki/People's_Republic_of_China
Taiwan	http://en.wikipedia.org/wiki/Republic_of_China
Xinhua	http://en.wikipedia.org/wiki/Xinhua_News_Agency
Tang Shubei	NIL
